Date,Close
2022-10-24,342.41540828
2022-10-25,339.10545046
2022-10-26,353.52413523
2022-10-27,351.11602253
2022-10-28,342.11098591
2022-10-31,336.63248647
2022-11-01,346.44479032
2022-11-02,346.12804879
2022-11-03,342.16027351
2022-11-04,367.90950806
2022-11-07,360.14140079
2022-11-08,367.8325608
2022-11-09,369.34892353
2022-11-10,375.00840277
2022-11-11,390.30261702
2022-11-14,382.76440953
2022-11-15,381.81598118
2022-11-16,377.23644044
2022-11-17,369.26986592
2022-11-18,364.0072116
2022-11-21,357.59086099
2022-11-22,361.47089512
2022-11-23,361.86312918
2022-11-25,363.0053331
2022-11-28,361.38622606
2022-11-29,363.84277572
2022-11-30,373.66623538
2022-12-01,381.68907036
2022-12-02,384.95817986
2022-12-05,379.55718689
2022-12-06,381.89825677
2022-12-07,386.07223574
2022-12-08,388.2457327
2022-12-09,387.86305089
2022-12-12,380.16956147
2022-12-13,384.213214
2022-12-14,387.81392981
2022-12-15,376.50805651
2022-12-16,376.335003
2022-12-19,378.42817244
2022-12-20,380.04682032
2022-12-21,381.01903631
2022-12-22,375.81703928
2022-12-23,380.96099569
2022-12-27,384.17443501
2022-12-28,384.46243814
2022-12-29,382.51936997
2022-12-30,381.17586893
