date,pnl,cum,delta,target_delta,stress,trend,tail_active
2021-04-08,2.030181708777966,218.93416146779506,0.49828381825250023,0.5,1.0,1.0,1.0
2021-04-09,-2.7738007773390447,216.16036069045603,0.4968312074570177,0.5,1.0,1.0,1.0
2021-04-12,-2.0976659851146486,214.06269470534139,1.1474403055683438,1.1474403055683438,0.0,1.0,0.0
2021-04-13,1.543857557783182,215.60655226312457,1.1474403055683438,1.1457476167457903,0.0,1.0,0.0
2021-04-14,10.865287180701193,226.47183944382576,1.1474403055683438,1.1080109874476871,0.0,1.0,0.0
2021-04-15,9.655931950640426,236.12777139446618,1.064415069729708,1.064415069729708,0.0,1.0,0.0
2021-04-16,-5.408150646357691,230.7196207481085,1.064415069729708,1.0479128395012376,0.0,1.0,0.0
2021-04-19,7.6613099902757265,238.38093073838422,1.064415069729708,1.015635885777414,0.0,1.0,0.0
2021-04-20,-2.5391110888493342,235.8418196495349,1.064415069729708,1.0169598811611662,0.0,1.0,0.0
2021-04-21,7.068154186892113,242.909973836427,1.064415069729708,1.0135137483470782,0.0,1.0,0.0
2021-04-22,-0.763721005776298,242.14625283065072,1.064415069729708,1.014559306932951,0.0,1.0,0.0
2021-04-23,6.507795864439255,248.65404869508998,1.064415069729708,1.043032920807536,0.0,1.0,0.0
2021-04-26,11.008420506436481,259.66246920152645,1.064415069729708,1.0363533471984443,0.0,1.0,0.0
2021-04-27,4.4747669983029645,264.13723619982943,1.064415069729708,1.0336501810530276,0.0,1.0,0.0
2021-04-28,1.135053453718793,265.2722896535482,1.064415069729708,1.0552056019159504,0.0,1.0,0.0
